event_ts,event_id,event_type,account_name,region,kind,severity,text
2025-12-05T12:25:00,EV500221,support_ticket,Ironwood Ltd,East,delivery_delay,2,Delivery for SO184415 slipped again. Our production line was held up waiting for it.
2025-12-06T12:45:00,EV500222,support_ticket,Deccan Supply,South,quality,2,Two cartons in SO141387 arrived damaged. Requesting replacement.
2025-12-07T16:27:00,EV500223,support_ticket,Kalpana Traders,North,delivery_delay,2,Consignment SO112047 was promised on 2025-12-03 and has still not arrived at our depot.
2025-12-07T12:53:00,EV500224,support_ticket,Vayu Logistics,West,quality,2,Packaging on SO189824 was torn on arrival.
2025-12-08T16:37:00,EV500225,support_ticket,Orbit Retail,West,billing,1,Purchase order number missing from the invoice for SO171071.
2025-12-09T09:07:00,EV500226,support_ticket,Deccan Supply,South,delivery_delay,3,Delivery for SO192224 slipped again. Our production line was held up waiting for it.
2025-12-10T10:02:00,EV500227,support_ticket,Ironwood Ltd,East,quality,3,Packaging on SO181955 was torn on arrival.
2025-12-10T11:00:00,EV500228,crm_note,Meridian Group,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2025-12-10T11:00:00,EV500229,crm_note,Kalpana Traders,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2025-12-10T11:00:00,EV500230,crm_note,Bluewater Co,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2025-12-10T11:00:00,EV500231,crm_note,Ganges Distributors,East,account_review,2,Quarterly catch up. No issues raised.
2025-12-10T11:00:00,EV500232,crm_note,Acme Corp,West,account_review,2,Quarterly catch up. No issues raised.
2025-12-10T11:00:00,EV500233,crm_note,Vayu Logistics,West,account_review,2,Quarterly catch up. No issues raised.
2025-12-11T15:35:00,EV500234,support_ticket,Kalpana Traders,North,billing,1,Purchase order number missing from the invoice for SO186495.
2025-12-11T10:46:00,EV500235,support_ticket,Bluewater Co,South,delivery_delay,1,Consignment SO184744 was promised on 2025-12-03 and has still not arrived at our depot.
2025-12-11T17:13:00,EV500236,support_ticket,Orbit Retail,West,delivery_delay,3,Delivery for SO186926 slipped again. Our production line was held up waiting for it.
2025-12-12T13:33:00,EV500237,support_ticket,Ganges Distributors,East,billing,2,Invoice against SO150721 shows the old rate. Please issue a correction.
2025-12-13T08:16:00,EV500238,support_ticket,Bluewater Co,South,delivery_delay,1,Third late delivery this month against order SO171671. This is becoming a problem.
2025-12-13T12:33:00,EV500239,support_ticket,Acme Corp,West,delivery_delay,1,Third late delivery this month against order SO106334. This is becoming a problem.
2025-12-14T11:01:00,EV500240,support_ticket,Orbit Retail,West,delivery_delay,2,Third late delivery this month against order SO142821. This is becoming a problem.
2025-12-15T18:09:00,EV500241,support_ticket,Kalpana Traders,North,billing,1,Purchase order number missing from the invoice for SO196239.
2025-12-17T16:26:00,EV500242,support_ticket,Deccan Supply,South,quality,1,Packaging on SO179530 was torn on arrival.
2025-12-17T14:38:00,EV500243,support_ticket,Bluewater Co,South,delivery_delay,2,We were not notified that SO154563 would be late. Please escalate.
2025-12-17T09:53:00,EV500244,support_ticket,Sterling Industries,West,delivery_delay,3,Third late delivery this month against order SO156821. This is becoming a problem.
2025-12-17T17:33:00,EV500245,support_ticket,Orbit Retail,West,delivery_delay,3,Third late delivery this month against order SO176877. This is becoming a problem.
2025-12-17T15:55:00,EV500246,support_ticket,Orbit Retail,West,billing,2,Purchase order number missing from the invoice for SO156815.
2025-12-17T11:00:00,EV500247,crm_note,Meridian Group,North,account_review,2,Reviewed the product roadmap with the account team.
2025-12-17T11:00:00,EV500248,crm_note,Ironwood Ltd,East,account_review,2,Reviewed the product roadmap with the account team.
2025-12-17T11:00:00,EV500249,crm_note,Sterling Industries,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2025-12-17T11:00:00,EV500250,crm_note,Orbit Retail,West,account_review,2,Reviewed the product roadmap with the account team.
2025-12-18T13:23:00,EV500251,support_ticket,Deccan Supply,South,billing,1,Invoice against SO154051 shows the old rate. Please issue a correction.
2025-12-19T18:37:00,EV500252,support_ticket,Bluewater Co,South,quality,2,Two cartons in SO135363 arrived damaged. Requesting replacement.
2025-12-19T09:43:00,EV500253,support_ticket,Ironwood Ltd,East,delivery_delay,2,Delivery for SO104442 slipped again. Our production line was held up waiting for it.
2025-12-20T08:28:00,EV500254,support_ticket,Vayu Logistics,West,billing,3,Purchase order number missing from the invoice for SO190821.
2025-12-21T18:03:00,EV500255,support_ticket,Deccan Supply,South,quality,1,Packaging on SO165362 was torn on arrival.
2025-12-21T14:37:00,EV500256,support_ticket,Ganges Distributors,East,quality,2,Packaging on SO100717 was torn on arrival.
2025-12-21T18:00:00,EV500257,support_ticket,Sterling Industries,West,delivery_delay,2,Third late delivery this month against order SO110142. This is becoming a problem.
2025-12-22T08:35:00,EV500258,support_ticket,Kalpana Traders,North,delivery_delay,3,Third late delivery this month against order SO184503. This is becoming a problem.
2025-12-22T12:54:00,EV500259,support_ticket,Bluewater Co,South,billing,2,Invoice against SO132113 shows the old rate. Please issue a correction.
2025-12-22T16:12:00,EV500260,support_ticket,Acme Corp,West,billing,2,Invoice against SO141916 shows the old rate. Please issue a correction.
2025-12-23T14:05:00,EV500261,support_ticket,Bluewater Co,South,quality,1,Two cartons in SO180270 arrived damaged. Requesting replacement.
2025-12-23T12:42:00,EV500262,support_ticket,Vayu Logistics,West,delivery_delay,2,Third late delivery this month against order SO108474. This is becoming a problem.
2025-12-23T12:38:00,EV500263,support_ticket,Orbit Retail,West,quality,1,Packaging on SO184981 was torn on arrival.
2025-12-24T18:13:00,EV500264,support_ticket,Deccan Supply,South,billing,2,Purchase order number missing from the invoice for SO158265.
2025-12-24T08:55:00,EV500265,support_ticket,Bluewater Co,South,delivery_delay,2,We were not notified that SO167183 would be late. Please escalate.
2025-12-24T09:37:00,EV500266,support_ticket,Ironwood Ltd,East,delivery_delay,1,Consignment SO154375 was promised on 2025-12-18 and has still not arrived at our depot.
2025-12-24T09:16:00,EV500267,support_ticket,Sterling Industries,West,quality,2,Packaging on SO112954 was torn on arrival.
2025-12-24T11:00:00,EV500268,crm_note,Meridian Group,North,account_review,2,Reviewed the product roadmap with the account team.
2025-12-24T11:00:00,EV500269,crm_note,Kalpana Traders,North,account_review,2,Reviewed the product roadmap with the account team.
2025-12-24T11:00:00,EV500270,crm_note,Deccan Supply,South,account_review,2,Quarterly catch up. No issues raised.
2025-12-24T11:00:00,EV500271,crm_note,Ganges Distributors,East,account_review,2,Quarterly catch up. No issues raised.
2025-12-24T11:00:00,EV500272,crm_note,Ironwood Ltd,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2025-12-24T11:00:00,EV500273,crm_note,Acme Corp,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2025-12-24T11:00:00,EV500274,crm_note,Vayu Logistics,West,account_review,2,Quarterly catch up. No issues raised.
2025-12-24T11:00:00,EV500275,crm_note,Orbit Retail,West,account_review,2,Quarterly catch up. No issues raised.
2025-12-25T12:04:00,EV500276,support_ticket,Orbit Retail,West,quality,2,Packaging on SO127320 was torn on arrival.
2025-12-26T08:12:00,EV500277,support_ticket,Kalpana Traders,North,quality,3,Packaging on SO142579 was torn on arrival.
2025-12-26T17:17:00,EV500278,support_ticket,Ganges Distributors,East,billing,1,Invoice against SO169230 shows the old rate. Please issue a correction.
2025-12-27T14:25:00,EV500279,support_ticket,Meridian Group,North,quality,2,Packaging on SO188033 was torn on arrival.
2025-12-27T09:27:00,EV500280,support_ticket,Ironwood Ltd,East,quality,3,Two cartons in SO118307 arrived damaged. Requesting replacement.
2025-12-27T16:12:00,EV500281,support_ticket,Ironwood Ltd,East,quality,3,Packaging on SO181393 was torn on arrival.
2025-12-27T09:04:00,EV500282,support_ticket,Vayu Logistics,West,delivery_delay,1,Consignment SO180068 was promised on 2025-12-21 and has still not arrived at our depot.
2025-12-27T08:08:00,EV500283,support_ticket,Orbit Retail,West,delivery_delay,2,Delivery for SO143231 slipped again. Our production line was held up waiting for it.
2025-12-28T09:49:00,EV500284,support_ticket,Meridian Group,North,delivery_delay,3,Consignment SO130709 was promised on 2025-12-21 and has still not arrived at our depot.
2025-12-28T15:44:00,EV500285,support_ticket,Deccan Supply,South,billing,1,Invoice against SO119683 shows the old rate. Please issue a correction.
2025-12-31T09:03:00,EV500286,support_ticket,Kalpana Traders,North,quality,1,Two cartons in SO150205 arrived damaged. Requesting replacement.
2025-12-31T16:47:00,EV500287,support_ticket,Ironwood Ltd,East,quality,1,Packaging on SO136125 was torn on arrival.
2025-12-31T11:00:00,EV500288,crm_note,Kalpana Traders,North,account_review,2,Quarterly catch up. No issues raised.
2025-12-31T11:00:00,EV500289,crm_note,Deccan Supply,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2025-12-31T11:00:00,EV500290,crm_note,Ironwood Ltd,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2025-12-31T11:00:00,EV500291,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
2025-12-31T11:00:00,EV500292,crm_note,Orbit Retail,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-01T08:55:00,EV500293,support_ticket,Meridian Group,North,delivery_delay,1,Delivery for SO130550 slipped again. Our production line was held up waiting for it.
2026-01-01T14:29:00,EV500294,support_ticket,Bluewater Co,South,quality,2,Packaging on SO171887 was torn on arrival.
2026-01-04T16:44:00,EV500295,support_ticket,Bluewater Co,South,billing,3,Invoice against SO149813 shows the old rate. Please issue a correction.
2026-01-04T08:47:00,EV500296,support_ticket,Ganges Distributors,East,delivery_delay,3,We were not notified that SO124414 would be late. Please escalate.
2026-01-04T15:51:00,EV500297,support_ticket,Vayu Logistics,West,delivery_delay,3,Third late delivery this month against order SO186782. This is becoming a problem.
2026-01-05T15:41:00,EV500298,support_ticket,Bluewater Co,South,billing,2,Purchase order number missing from the invoice for SO193975.
2026-01-06T12:04:00,EV500299,support_ticket,Ganges Distributors,East,billing,2,Invoice against SO141298 shows the old rate. Please issue a correction.
2026-01-06T18:02:00,EV500300,support_ticket,Orbit Retail,West,delivery_delay,2,Delivery for SO180087 slipped again. Our production line was held up waiting for it.
2026-01-07T10:15:00,EV500301,support_ticket,Deccan Supply,South,delivery_delay,3,We were not notified that SO173804 would be late. Please escalate.
2026-01-07T17:43:00,EV500302,support_ticket,Acme Corp,West,billing,3,Invoice against SO194966 shows the old rate. Please issue a correction.
2026-01-07T11:00:00,EV500303,crm_note,Meridian Group,North,account_review,2,Quarterly catch up. No issues raised.
2026-01-07T11:00:00,EV500304,crm_note,Kalpana Traders,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-07T11:00:00,EV500305,crm_note,Ironwood Ltd,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-07T11:00:00,EV500306,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
2026-01-07T11:00:00,EV500307,crm_note,Orbit Retail,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-08T13:03:00,EV500308,support_ticket,Deccan Supply,South,billing,2,Invoice against SO155368 shows the old rate. Please issue a correction.
2026-01-08T10:33:00,EV500309,support_ticket,Vayu Logistics,West,billing,3,Purchase order number missing from the invoice for SO102759.
2026-01-09T13:45:00,EV500310,support_ticket,Bluewater Co,South,billing,3,Invoice against SO168789 shows the old rate. Please issue a correction.
2026-01-10T15:50:00,EV500311,support_ticket,Kalpana Traders,North,billing,2,Invoice against SO103226 shows the old rate. Please issue a correction.
2026-01-10T16:42:00,EV500312,support_ticket,Ironwood Ltd,East,billing,3,Invoice against SO172766 shows the old rate. Please issue a correction.
2026-01-10T11:03:00,EV500313,support_ticket,Ironwood Ltd,East,delivery_delay,3,Consignment SO173389 was promised on 2026-01-08 and has still not arrived at our depot.
2026-01-10T16:00:00,EV500314,support_ticket,Sterling Industries,West,quality,1,Packaging on SO136974 was torn on arrival.
2026-01-10T08:00:00,EV500315,support_ticket,Sterling Industries,West,delivery_delay,1,Consignment SO157943 was promised on 2026-01-02 and has still not arrived at our depot.
2026-01-13T10:12:00,EV500316,support_ticket,Ironwood Ltd,East,billing,2,Purchase order number missing from the invoice for SO123200.
2026-01-14T17:43:00,EV500317,support_ticket,Vayu Logistics,West,quality,2,Two cartons in SO113983 arrived damaged. Requesting replacement.
2026-01-14T12:40:00,EV500318,support_ticket,Vayu Logistics,West,delivery_delay,1,We were not notified that SO162981 would be late. Please escalate.
2026-01-14T11:00:00,EV500319,crm_note,Deccan Supply,South,account_review,2,Quarterly catch up. No issues raised.
2026-01-14T11:00:00,EV500320,crm_note,Ganges Distributors,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-14T11:00:00,EV500321,crm_note,Ironwood Ltd,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-14T11:00:00,EV500322,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
2026-01-14T11:00:00,EV500323,crm_note,Vayu Logistics,West,account_review,2,Reviewed the product roadmap with the account team.
2026-01-15T15:41:00,EV500324,support_ticket,Bluewater Co,South,quality,2,Two cartons in SO137973 arrived damaged. Requesting replacement.
2026-01-15T08:49:00,EV500325,support_ticket,Vayu Logistics,West,quality,2,Packaging on SO191922 was torn on arrival.
2026-01-16T08:16:00,EV500326,support_ticket,Bluewater Co,South,billing,3,Purchase order number missing from the invoice for SO163006.
2026-01-17T15:35:00,EV500327,support_ticket,Kalpana Traders,North,billing,1,Invoice against SO150835 shows the old rate. Please issue a correction.
2026-01-17T15:01:00,EV500328,support_ticket,Bluewater Co,South,billing,3,Invoice against SO105240 shows the old rate. Please issue a correction.
2026-01-17T08:51:00,EV500329,support_ticket,Acme Corp,West,billing,3,Invoice against SO132783 shows the old rate. Please issue a correction.
2026-01-17T15:55:00,EV500330,support_ticket,Orbit Retail,West,billing,2,Purchase order number missing from the invoice for SO191800.
2026-01-18T18:01:00,EV500331,support_ticket,Deccan Supply,South,delivery_delay,2,We were not notified that SO142863 would be late. Please escalate.
2026-01-19T08:14:00,EV500332,support_ticket,Bluewater Co,South,delivery_delay,3,Third late delivery this month against order SO135664. This is becoming a problem.
2026-01-20T17:06:00,EV500333,support_ticket,Ironwood Ltd,East,quality,2,Two cartons in SO183512 arrived damaged. Requesting replacement.
2026-01-21T10:22:00,EV500334,support_ticket,Meridian Group,North,billing,1,Invoice against SO138085 shows the old rate. Please issue a correction.
2026-01-21T11:00:00,EV500335,crm_note,Kalpana Traders,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-21T11:00:00,EV500336,crm_note,Ironwood Ltd,East,account_review,2,Reviewed the product roadmap with the account team.
2026-01-21T11:00:00,EV500337,crm_note,Vayu Logistics,West,account_review,2,Reviewed the product roadmap with the account team.
2026-01-21T11:00:00,EV500338,crm_note,Orbit Retail,West,account_review,2,Reviewed the product roadmap with the account team.
2026-01-24T11:15:00,EV500339,support_ticket,Meridian Group,North,billing,2,Purchase order number missing from the invoice for SO123393.
2026-01-24T13:26:00,EV500340,support_ticket,Bluewater Co,South,billing,2,Purchase order number missing from the invoice for SO190219.
2026-01-25T09:12:00,EV500341,support_ticket,Kalpana Traders,North,billing,3,Purchase order number missing from the invoice for SO191366.
2026-01-25T09:35:00,EV500342,support_ticket,Kalpana Traders,North,delivery_delay,3,Consignment SO199633 was promised on 2026-01-22 and has still not arrived at our depot.
2026-01-25T12:52:00,EV500343,support_ticket,Deccan Supply,South,billing,1,Invoice against SO191244 shows the old rate. Please issue a correction.
2026-01-25T16:10:00,EV500344,support_ticket,Bluewater Co,South,delivery_delay,1,Third late delivery this month against order SO122823. This is becoming a problem.
2026-01-27T11:39:00,EV500345,support_ticket,Meridian Group,North,billing,1,Purchase order number missing from the invoice for SO184774.
2026-01-27T18:43:00,EV500346,support_ticket,Acme Corp,West,quality,2,Two cartons in SO176588 arrived damaged. Requesting replacement.
2026-01-28T15:19:00,EV500347,support_ticket,Kalpana Traders,North,delivery_delay,3,Consignment SO184172 was promised on 2026-01-22 and has still not arrived at our depot.
2026-01-28T11:00:00,EV500348,crm_note,Meridian Group,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-28T11:00:00,EV500349,crm_note,Kalpana Traders,North,account_review,2,Reviewed the product roadmap with the account team.
2026-01-28T11:00:00,EV500350,crm_note,Deccan Supply,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-28T11:00:00,EV500351,crm_note,Ganges Distributors,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-28T11:00:00,EV500352,crm_note,Acme Corp,West,account_review,2,Quarterly catch up. No issues raised.
2026-01-28T11:00:00,EV500353,crm_note,Sterling Industries,West,account_review,2,Reviewed the product roadmap with the account team.
2026-01-28T11:00:00,EV500354,crm_note,Vayu Logistics,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-01-28T11:00:00,EV500355,crm_note,Orbit Retail,West,account_review,2,Quarterly catch up. No issues raised.
2026-01-29T12:55:00,EV500356,support_ticket,Bluewater Co,South,billing,2,Invoice against SO117832 shows the old rate. Please issue a correction.
2026-01-29T11:12:00,EV500357,support_ticket,Bluewater Co,South,quality,3,Packaging on SO161499 was torn on arrival.
2026-01-29T14:52:00,EV500358,support_ticket,Sterling Industries,West,billing,1,Invoice against SO132971 shows the old rate. Please issue a correction.
2026-01-29T12:20:00,EV500359,support_ticket,Vayu Logistics,West,delivery_delay,2,We were not notified that SO169648 would be late. Please escalate.
2026-01-30T09:03:00,EV500360,support_ticket,Meridian Group,North,quality,3,Packaging on SO178602 was torn on arrival.
2026-01-31T12:27:00,EV500361,support_ticket,Vayu Logistics,West,billing,1,Purchase order number missing from the invoice for SO115336.
2026-02-01T09:08:00,EV500362,support_ticket,Meridian Group,North,billing,1,Invoice against SO125647 shows the old rate. Please issue a correction.
2026-02-01T17:57:00,EV500363,support_ticket,Deccan Supply,South,billing,2,Purchase order number missing from the invoice for SO142120.
2026-02-01T14:51:00,EV500364,support_ticket,Acme Corp,West,billing,3,Purchase order number missing from the invoice for SO184656.
2026-02-02T18:34:00,EV500365,support_ticket,Ganges Distributors,East,quality,3,Two cartons in SO143094 arrived damaged. Requesting replacement.
2026-02-02T13:41:00,EV500366,support_ticket,Vayu Logistics,West,quality,1,Packaging on SO159589 was torn on arrival.
2026-02-02T17:39:00,EV500367,support_ticket,Vayu Logistics,West,delivery_delay,2,Consignment SO194938 was promised on 2026-01-27 and has still not arrived at our depot.
2026-02-03T08:03:00,EV500368,support_ticket,Deccan Supply,South,billing,2,Purchase order number missing from the invoice for SO134920.
2026-02-03T12:36:00,EV500369,support_ticket,Bluewater Co,South,billing,1,Invoice against SO151646 shows the old rate. Please issue a correction.
2026-02-03T15:17:00,EV500370,support_ticket,Ironwood Ltd,East,quality,2,Two cartons in SO167199 arrived damaged. Requesting replacement.
2026-02-04T18:52:00,EV500371,support_ticket,Ironwood Ltd,East,quality,3,Two cartons in SO175285 arrived damaged. Requesting replacement.
2026-02-04T08:54:00,EV500372,support_ticket,Ironwood Ltd,East,delivery_delay,3,We were not notified that SO115926 would be late. Please escalate.
2026-02-04T16:05:00,EV500373,support_ticket,Acme Corp,West,billing,1,Invoice against SO140092 shows the old rate. Please issue a correction.
2026-02-04T18:10:00,EV500374,support_ticket,Sterling Industries,West,delivery_delay,2,Third late delivery this month against order SO187598. This is becoming a problem.
2026-02-04T11:00:00,EV500375,crm_note,Kalpana Traders,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-02-04T11:00:00,EV500376,crm_note,Deccan Supply,South,account_review,2,Quarterly catch up. No issues raised.
2026-02-04T11:00:00,EV500377,crm_note,Bluewater Co,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-02-04T11:00:00,EV500378,crm_note,Ganges Distributors,East,account_review,2,Reviewed the product roadmap with the account team.
2026-02-04T11:00:00,EV500379,crm_note,Ironwood Ltd,East,account_review,2,Quarterly catch up. No issues raised.
2026-02-04T11:00:00,EV500380,crm_note,Acme Corp,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-02-04T11:00:00,EV500381,crm_note,Sterling Industries,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-02-05T11:17:00,EV500382,support_ticket,Ganges Distributors,East,billing,3,Purchase order number missing from the invoice for SO164124.
2026-02-06T10:44:00,EV500383,support_ticket,Meridian Group,North,billing,1,Purchase order number missing from the invoice for SO125019.
2026-02-07T15:58:00,EV500384,support_ticket,Meridian Group,North,delivery_delay,3,We were not notified that SO193475 would be late. Please escalate.
2026-02-08T16:12:00,EV500385,support_ticket,Bluewater Co,South,delivery_delay,1,We were not notified that SO105693 would be late. Please escalate.
2026-02-08T11:26:00,EV500386,support_ticket,Vayu Logistics,West,billing,3,Invoice against SO116613 shows the old rate. Please issue a correction.
2026-02-09T15:45:00,EV500387,support_ticket,Kalpana Traders,North,quality,1,Two cartons in SO146895 arrived damaged. Requesting replacement.
2026-02-09T13:08:00,EV500388,support_ticket,Bluewater Co,South,billing,1,Purchase order number missing from the invoice for SO196794.
2026-02-10T12:29:00,EV500389,support_ticket,Kalpana Traders,North,delivery_delay,2,Third late delivery this month against order SO155009. This is becoming a problem.
2026-02-10T11:21:00,EV500390,support_ticket,Orbit Retail,West,delivery_delay,1,Third late delivery this month against order SO114520. This is becoming a problem.
2026-02-11T14:21:00,EV500391,support_ticket,Acme Corp,West,quality,3,Two cartons in SO149067 arrived damaged. Requesting replacement.
2026-02-11T11:00:00,EV500392,crm_note,Deccan Supply,South,account_review,2,Quarterly catch up. No issues raised.
2026-02-11T11:00:00,EV500393,crm_note,Ironwood Ltd,East,account_review,2,Quarterly catch up. No issues raised.
2026-02-11T11:00:00,EV500394,crm_note,Acme Corp,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-02-11T11:00:00,EV500395,crm_note,Sterling Industries,West,account_review,2,Quarterly catch up. No issues raised.
2026-02-11T11:00:00,EV500396,crm_note,Orbit Retail,West,account_review,2,Reviewed the product roadmap with the account team.
2026-02-12T11:21:00,EV500397,support_ticket,Vayu Logistics,West,billing,1,Invoice against SO119551 shows the old rate. Please issue a correction.
2026-02-13T12:40:00,EV500398,support_ticket,Acme Corp,West,delivery_delay,1,Consignment SO170059 was promised on 2026-02-10 and has still not arrived at our depot.
2026-02-14T17:09:00,EV500399,support_ticket,Kalpana Traders,North,delivery_delay,1,Delivery for SO167740 slipped again. Our production line was held up waiting for it.
2026-02-14T18:08:00,EV500400,support_ticket,Deccan Supply,South,delivery_delay,1,Delivery for SO157055 slipped again. Our production line was held up waiting for it.
2026-02-14T13:28:00,EV500401,support_ticket,Bluewater Co,South,billing,3,Purchase order number missing from the invoice for SO178760.
2026-02-15T12:35:00,EV500402,support_ticket,Kalpana Traders,North,billing,1,Invoice against SO187947 shows the old rate. Please issue a correction.
2026-02-16T13:40:00,EV500403,support_ticket,Ganges Distributors,East,quality,1,Two cartons in SO195058 arrived damaged. Requesting replacement.
2026-02-17T12:03:00,EV500404,support_ticket,Kalpana Traders,North,quality,1,Two cartons in SO189209 arrived damaged. Requesting replacement.
2026-02-18T11:00:00,EV500405,crm_note,Kalpana Traders,North,account_review,2,Reviewed the product roadmap with the account team.
2026-02-18T11:00:00,EV500406,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
2026-02-18T11:00:00,EV500407,crm_note,Orbit Retail,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-02-19T11:16:00,EV500408,support_ticket,Sterling Industries,West,billing,1,Purchase order number missing from the invoice for SO176457.
2026-02-20T18:03:00,EV500409,support_ticket,Deccan Supply,South,quality,3,Packaging on SO181224 was torn on arrival.
2026-02-21T12:43:00,EV500410,support_ticket,Bluewater Co,South,quality,1,Two cartons in SO182747 arrived damaged. Requesting replacement.
2026-02-21T18:44:00,EV500411,support_ticket,Orbit Retail,West,delivery_delay,2,We were not notified that SO138337 would be late. Please escalate.
2026-02-22T09:41:00,EV500412,support_ticket,Vayu Logistics,West,quality,3,Two cartons in SO185848 arrived damaged. Requesting replacement.
2026-02-22T14:03:00,EV500413,support_ticket,Orbit Retail,West,delivery_delay,3,Third late delivery this month against order SO167931. This is becoming a problem.
2026-02-23T10:24:00,EV500414,support_ticket,Kalpana Traders,North,quality,2,Two cartons in SO191381 arrived damaged. Requesting replacement.
2026-02-23T15:02:00,EV500415,support_ticket,Acme Corp,West,delivery_delay,1,Consignment SO144190 was promised on 2026-02-16 and has still not arrived at our depot.
2026-02-23T18:07:00,EV500416,support_ticket,Sterling Industries,West,delivery_delay,1,Delivery for SO196237 slipped again. Our production line was held up waiting for it.
2026-02-23T13:32:00,EV500417,support_ticket,Orbit Retail,West,delivery_delay,3,Consignment SO144784 was promised on 2026-02-19 and has still not arrived at our depot.
2026-02-23T18:39:00,EV500418,support_ticket,Orbit Retail,West,delivery_delay,2,Delivery for SO169558 slipped again. Our production line was held up waiting for it.
2026-02-24T14:49:00,EV500419,support_ticket,Acme Corp,West,delivery_delay,1,We were not notified that SO126046 would be late. Please escalate.
2026-02-24T15:50:00,EV500420,support_ticket,Vayu Logistics,West,delivery_delay,3,Third late delivery this month against order SO143284. This is becoming a problem.
2026-02-24T08:40:00,EV500421,support_ticket,Vayu Logistics,West,quality,1,Two cartons in SO100074 arrived damaged. Requesting replacement.
2026-02-25T08:45:00,EV500422,support_ticket,Ganges Distributors,East,billing,2,Invoice against SO140262 shows the old rate. Please issue a correction.
2026-02-25T11:00:00,EV500423,crm_note,Ironwood Ltd,East,account_review,2,Quarterly catch up. No issues raised.
2026-02-25T11:00:00,EV500424,crm_note,Sterling Industries,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-02-26T11:42:00,EV500425,support_ticket,Bluewater Co,South,billing,3,Invoice against SO142934 shows the old rate. Please issue a correction.
2026-02-26T12:49:00,EV500426,support_ticket,Acme Corp,West,billing,2,Invoice against SO161005 shows the old rate. Please issue a correction.
2026-02-27T12:26:00,EV500427,support_ticket,Vayu Logistics,West,billing,1,Invoice against SO192681 shows the old rate. Please issue a correction.
2026-02-28T18:38:00,EV500428,support_ticket,Kalpana Traders,North,delivery_delay,1,Delivery for SO187423 slipped again. Our production line was held up waiting for it.
2026-02-28T17:04:00,EV500429,support_ticket,Bluewater Co,South,delivery_delay,2,Consignment SO160689 was promised on 2026-02-26 and has still not arrived at our depot.
2026-02-28T13:45:00,EV500430,support_ticket,Bluewater Co,South,billing,3,Purchase order number missing from the invoice for SO141295.
2026-03-02T10:34:00,EV500431,support_ticket,Meridian Group,North,delivery_delay,1,Third late delivery this month against order SO117177. This is becoming a problem.
2026-03-03T15:50:00,EV500432,support_ticket,Kalpana Traders,North,billing,1,Purchase order number missing from the invoice for SO174805.
2026-03-03T08:41:00,EV500433,support_ticket,Ironwood Ltd,East,delivery_delay,2,Delivery for SO145493 slipped again. Our production line was held up waiting for it.
2026-03-04T16:02:00,EV500434,support_ticket,Ganges Distributors,East,billing,1,Purchase order number missing from the invoice for SO153343.
2026-03-04T15:42:00,EV500435,support_ticket,Ganges Distributors,East,billing,2,Purchase order number missing from the invoice for SO139482.
2026-03-04T17:58:00,EV500436,support_ticket,Sterling Industries,West,delivery_delay,2,Consignment SO115985 was promised on 2026-02-24 and has still not arrived at our depot.
2026-03-04T11:00:00,EV500437,crm_note,Kalpana Traders,North,account_review,2,Quarterly catch up. No issues raised.
2026-03-04T11:00:00,EV500438,crm_note,Bluewater Co,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-03-04T11:00:00,EV500439,crm_note,Ironwood Ltd,East,account_review,2,Quarterly catch up. No issues raised.
2026-03-04T11:00:00,EV500440,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
